Number,Volcano Name,Country,Region,Latitude,Longitude,Elev,Type,Status,Last Known
0803-031,Tateshina,Japan,Honshu-Japan,36.1,138.3,2530.0,Stratovolcano,Holocene,U
0801-032,Tatun Group,China,Taiwan,25.17,121.52,1120.0,Stratovolcano,Pleistocene-Fumarol,Q
1000-16-,Taunshits,Russia,Kamchatka,54.53,159.8,2353.0,Stratovolcano,Radiocarbon,D7
0401-07=,Taupo,New Zealand,New Zealand,-38.82,176.0,760.0,Caldera,Radiocarbon,D6
0405-01-,Taveuni,Fiji,Fiji Is-SW Pacific,-16.82,-179.97,1241.0,Shield volcano,Radiocarbon,D7
0502-15-,Tavui,Papua New Guinea,New Britain-SW Pac,-4.117,152.2,200.0,Caldera,Radiocarbon,D7
1303-03-,Teahitia,France,Society Is-C Pacific,-17.57,-148.85,-1600.0,Submarine volcano,Seismicity,U
1403-08=,Tecapa,El Salvador,El Salvador,13.494,-88.502,1593.0,Stratovolcano,Holocene,U
1402-12=,Tecuamburro,Guatemala,Guatemala,14.156,-90.407,1845.0,Stratovolcano,Radiocarbon,D7
1404-04=,Telica,Nicaragua,Nicaragua,12.602,-86.845,1061.0,Stratovolcano,Historical,D1
0603-231,Telomoyo,Indonesia,Java,-7.37,110.4,1894.0,Stratovolcano,Holocene,U
0601-05=,"Telong, Bur Ni",Indonesia,Sumatra,4.77,96.808,2624.0,Stratovolcano,Historical,D2
0103-03=,Tenduruk Dagi,Turkey,Turkey,39.33,43.83,3584.0,Shield volcano,Holocene,U
1803-03-,Tenerife,Spain,Canary Is,28.271,-16.641,3715.0,Stratovolcano,Historical,D2
0705-11-,Tengchong,China,China-S,25.32,98.47,2865.0,Pyroclastic cone,Historical,D5
0603-31=,Tengger Caldera,Indonesia,Java,-7.942,112.95,2329.0,Stratovolcano,Historical,D1
1405-031,Tenorio,Costa Rica,Costa Rica,10.673,-85.015,1916.0,Stratovolcano,Holocene,U
0605-05=,Teon,Pacific Ocean,Banda Sea,-6.92,129.125,655.0,Stratovolcano,Historical,D2
0201-292,Tepi,Ethiopia,Africa-NE,7.42,35.43,2728.0,Shield volcano,Holocene,U
1802-05=,Terceira,Portugal,Azores,38.73,-27.32,1023.0,Stratovolcano,Historical,D1
1000-512,Terpuk,Russia,Kamchatka,57.2,159.833,765.0,Shield volcano,Radiocarbon,D7
1703-09=,Theistareykjarbunga,Iceland,Iceland,65.88,-16.83,564.0,Shield volcano,Tephrochronology,D7
1806-03-,Thompson Island,Atlantic Ocean,Atlantic-S,-53.93,5.5,0.0,Submarine volcano,Uncertain,Unknown
1702-19-,Thordarhyrna,Iceland,Iceland-S,62.27,-17.6,1659.0,Stratovolcano,Historical,D2
1900-07=,Thule Islands,Antarctica,Antarctica,-59.45,-27.37,1075.0,Stratovolcano,Historical,D1
1004-02-,Tianshan Volc Group,China,China-W,42.5,82.5,0.0,Volcanic field,Historical,D6
0900-03=,Tiatia,Russia,Kuril Is,44.358,146.27,1819.0,Stratovolcano,Historical,D1
1504-031,Ticsani,Peru,Peru,-16.755,-70.595,5408.0,Stratovolcano,Holocene,U
0608-061,Tidore,Indonesia,Halmahera-Indonesia,0.65,127.4,1730.0,Stratovolcano,Holocene,U
0608-071,Tigalalu,Indonesia,Halmahera-Indonesia,0.07,127.42,422.0,Unknown,Holocene,U
1403-082,"Tigre, El",El Salvador,El Salvador,13.467,-88.433,1640.0,Stratovolcano,Holocene,U
1403-13-,"Tigre, Isla El",Honduras,Honduras,13.27,-87.63,760.0,Stratovolcano,Holocene,U
0205-002,Tin Zaouatene Volc Field,Mali,Africa-N,19.833,2.833,,Volcanic field,Holocene,U
0506-01=,Tinakula,Solomon Is.,Santa Cruz Is-SW Pac,-10.38,165.8,851.0,Stratovolcano,Historical,D1
1702-04=,Tindfjallajokull,Iceland,Iceland-S,63.78,-19.57,1463.0,Stratovolcano,Holocene,U
1507-03=,Tinguiririca,Chile,Chile-C,-34.814,-70.352,4280.0,Stratovolcano,Historical,D2
1505-22-,Tipas,Argentina,Argentina,-27.2,-68.55,6660.0,Complex volcano,Holocene,U
1505-131,Tipas,Argentina,Argentina,-27.2,-68.55,6660.0,Complex volcano,Holocene,U
1000-56-,Titila,Russia,Kamchatka,57.4,160.1,1559.0,Shield volcano,Holocene,U
1703-10=,Tjornes Fracture Zone,Iceland,Iceland-N of,66.3,-17.1,0.0,Submarine volcano,Historical,D3
1105-06-,Tlevak Strait-Suemez Is.,United States,Alaska-SE,55.25,-133.3,50.0,Volcanic field,Holocene,U
0804-011,To-shima,Japan,Izu Is-Japan,34.52,139.28,508.0,Stratovolcano,Holocene,Unknown
0601-09=,Toba,Indonesia,Sumatra,2.58,98.83,2157.0,Caldera,Holocene,U
0608-02-,Tobaru,Indonesia,Halmahera-Indonesia,1.625,127.675,1035.0,Unknown,Holocene,U
0608-05=,Todoko-Ranu,Indonesia,Halmahera-Indonesia,1.22,127.43,979.0,Caldera,Holocene,U
0205-001,Todra Volc Field,Chad,Africa-N,17.683,8.5,2000.0,Volcanic field,Holocene,U
0403-06=,Tofua,Tonga,Tonga-SW Pacific,-19.75,-175.07,512.0,Caldera,Historical,D2
0205-009,"Toh, Tarso",Chad,Africa-N,21.333,16.333,2000.0,Volcanic field,Holocene,U
0805-05=,Tokachi,Japan,Hokkaido-Japan,43.42,142.68,2077.0,Stratovolcano,Historical,D1
1000-24=,Tolbachik,Russia,Kamchatka,55.83,160.33,3682.0,Shield volcano,Historical,D1
1507-093,Tolguaca,Chile,Chile-C,-38.31,-71.645,2806.0,Stratovolcano,Holocene,U
1507-092,Tolguaca,Chile,Chile-C,-38.31,-71.645,2806.0,Stratovolcano,Holocene,U
1501-03=,Tolima,Colombia,Colombia,4.67,-75.33,5200.0,Stratovolcano,Historical,D2
1402-07=,Toliman,Guatemala,Guatemala,14.612,-91.189,3158.0,Stratovolcano,Holocene,U
1000-082,Tolmachev Dol,Russia,Kamchatka,52.63,157.58,1021.0,Cinder cone,Holocene,U
1401-07-,"Toluca, Nevado de",Mexico,Mexico,19.108,-99.758,4690.0,Stratovolcano,Radiocarbon,D7
0204-011,Tombel Graben,Cameroon,Africa-W,4.75,9.667,500.0,Cinder cones,Holocene,U
0606-07-,Tondano Caldera,Indonesia,Sulawesi-Indonesia,1.23,124.83,1202.0,Caldera,Fumarolic,U
1900-026,Toney Mountain,Antarctica,Antarctica,-75.8,-115.83,3595.0,Shield volcano,Holocene,Unknown
0401-08=,Tongariro,New Zealand,New Zealand,-39.13,175.642,1978.0,Stratovolcano,Historical,D1
0606-13=,Tongkoko,Indonesia,Sulawesi-Indonesia,1.52,125.2,1149.0,Stratovolcano,Historical,D3
0505-00-,Tore,Papua New Guinea,Bougainville-SW Paci,-5.83,154.93,2200.0,Lava cone,Holocene,U
1702-05=,Torfajokull,Iceland,Iceland-S,63.92,-19.17,1259.0,Stratovolcano,Historical,D6
0804-09=,Tori-shima,Japan,Izu Is-Japan,30.48,140.32,403.0,Stratovolcano,Historical,D1
0705-03-,Toroeng Prong,Vietnam,SE Asia,14.93,108.0,800.0,Cinder cone,Holocene,Unknown
1401-011,"Tortuga, Isla",Mexico,Mexico,27.392,-111.858,210.0,Shield volcano,Holocene,U
0201-31-,Tosa Sucha,Ethiopia,Africa-NE,5.92,37.57,1650.0,Cinder cone,Holocene,U
0205-01=,"Tousside, Tarso",Chad,Africa-N,21.03,16.45,3265.0,Stratovolcano,Holocene,U
0803-271,Towada,Japan,Honshu-Japan,40.47,140.92,1159.0,Caldera,Historical,D6
0507-09=,Traitor's Head,Vanuatu,Vanuatu-SW Pacific,-18.75,169.23,837.0,Stratovolcano,Historical,D3
1401-01=,Tres Virgenes,Mexico,Mexico,27.47,-112.591,1940.0,Stratovolcano,Radiocarbon,D7
0900-113,Tri Sestry,Russia,Kuril Is,45.93,149.92,998.0,Stratovolcano,Holocene,Unknown
1102-16-,Trident,United States,Alaska Peninsula,58.23,-155.08,1864.0,Stratovolcano,Historical,D1
1805-051,Trindade,Atlantic Ocean,Atlantic-S,-20.514,-29.331,600.0,Stratovolcano,Holocene,U
1806-01=,Tristan da Cunha,Atlantic Ocean,Atlantic-S,-37.092,-12.28,2060.0,Stratovolcano,Historical,D2
1507-081,Trocon,Argentina,Argentina,-37.733,-70.9,2500.0,Lava domes,Holocene?,?
1702-18-,Trollagigar,Iceland,Iceland-NE,64.43,-18.13,1000.0,Crater rows,Historical,D3
1507-071,Tromen,Argentina,Argentina,-37.142,-70.03,3978.0,Stratovolcano,Holocene,U
1508-011,Tronador,Chile,Chile-S,-41.157,-71.885,3491.0,Stratovolcano,Holocene?,?
1200-10-,Tseax River Cone,Canada,Canada,55.12,-128.9,609.0,Pyroclastic cone,Radiocarbon,D4
0203-08-,Tshibinda,"Congo, DRC",Africa-C,-2.32,28.75,1460.0,Cinder cone,Holocene,U
0104-10-,Tskhouk-Karckar,Armenia,Armenia,39.733,46.017,3000.0,Pyroclastic cones,Tephrochronology,D7
0802-13=,Tsurumi,Japan,Kyushu-Japan,33.28,131.43,1584.0,Lava dome,Historical,D6
1505-104,"Tujle, Cerro",Chile,Chile-N,-23.83,-67.95,3550.0,Maar,Holocene,U
1502-081,Tulabug,Ecuador,Ecuador,-1.78,-78.613,3336.0,Scoria cone,Holocene,U
0201-25-,Tullu Moje,Ethiopia,Africa-NE,8.158,39.13,2349.0,Pumice cone,Anthropology,D2
1203-06-,Tumble Buttes,United States,US-California,40.68,-121.55,2191.0,Cinder cone,Holocene,Unknown
1000-059,Tundroviy,Russia,Kamchatka,52.25,157.6,739.0,Shield volcano,Holocene,U
1703-04=,Tungnafellsjokull,Iceland,Iceland-NE,64.73,-17.92,1535.0,Stratovolcano,Holocene,U
1502-08=,Tungurahua,Ecuador,Ecuador,-1.467,-78.442,5023.0,Stratovolcano,Historical,D1
1002-05-,Tunkin Depression,Russia,Russia-SE,51.5,102.5,1200.0,Volcanic field,Holocene,U
1507-01=,Tupungatito,Chile,Chile-C,-33.4,-69.8,6000.0,Stratovolcano,Historical,D1
1004-01-,Turfan,China,China-W,42.9,89.25,0.0,Cone,Historical,D6
1405-07=,Turrialba,Costa Rica,Costa Rica,10.03,-83.77,3340.0,Stratovolcano,Historical,D3
0404-02-,Tutuila,American Samoa,Samoa-SW Pacific,-14.295,-170.7,653.0,Tuff cone,Holocene,U
1504-04=,Tutupaca,Peru,Peru,-17.025,-70.358,5815.0,Stratovolcano,Historical,D2
1200-031,Tuya Volc Field,Canada,Canada,59.367,-130.583,2123.0,Volcanic field,Holocene,U
1505-15-,"Tuzgle, Cerro",Argentina,Argentina,-24.05,-66.483,5500.0,Stratovolcano,Holocene?,?
1000-55-,Tuzovsky,Russia,Kamchatka,57.32,159.97,1533.0,Shield volcano,Holocene,U
1203-05-,Twin Buttes,United States,US-California,40.78,-121.6,1631.0,Cinder cone,Holocene,Unknown
1203-16-,Ubehebe Craters,United States,US-California,37.02,-117.45,752.0,Maar,Holocene,U
1504-02=,Ubinas,Peru,Peru,-16.355,-70.903,5672.0,Stratovolcano,Historical,D1
1000-241,Udina,Russia,Kamchatka,55.755,160.527,2923.0,Stratovolcano,Holocene,U
1002-03-,Udokan Volc Field,Russia,Russia-SE,56.18,117.47,1980.0,Shield volcano,Radiocarbon,D7
1102-13-,Ugashik-Peulik,United States,Alaska Peninsula,57.75,-156.37,1474.0,Stratovolcano,Historical,D3
1209-01-,Uinkaret Field,United States,US-Arizona,36.38,-113.13,1555.0,Volcanic field,Holocene,U
1000-61-,Uka,Russia,Kamchatka,57.7,160.58,1643.0,Shield volcano,Holocene,U
1102-131,Ukinrek Maars,United States,Alaska Peninsula,57.83,-156.52,91.0,Maar,Historical,D1
1000-35-,Uksichan,Russia,Kamchatka,56.08,158.38,1692.0,Shield volcano,Holocene,U
0502-12=,Ulawun,Papua New Guinea,New Britain-SW Pac,-5.05,151.33,2334.0,Stratovolcano,Historical,D1
1101-25-,Uliaga,United States,Aleutian Is,53.07,-169.77,888.0,Stratovolcano,Holocene,Unknown
1006-03-,Ulreung,South Korea,Korea,37.5,130.87,984.0,Stratovolcano,Radiocarbon,D7
1002-07-,Ulug-Arginsky,Russia,Russia-SE,52.33,98.0,1800.0,Cinder cone,Holocene,U
0501-06=,Umboi,Papua New Guinea,New Guinea-NE of,-5.589,147.875,1548.0,Complex volcano,Holocene,U
0205-07-,"Umm Arafieb, Jebel",Sudan,Africa-N,18.17,33.83,0.0,Shield volcano,Holocene,Unknown
0603-23=,Ungaran,Indonesia,Java,-7.18,110.33,2050.0,Stratovolcano,Holocene,U
0302-04-,Unnamed,Iran,Iran,28.17,60.67,0.0,Volcanic field,Holocene,Unknown
0801-03=,Unnamed,Taiwan,Taiwan-E of,24.0,121.83,0.0,Submarine volcano,Historical,D3
0300-06-,Unnamed,Syria,Syria,32.658,36.425,1436.0,Volcanic field,Holocene,U
0801-011,Unnamed,Taiwan,Taiwan-E of,19.17,132.25,-10.0,Submarine volcano,Uncertain,Unknown
0300-03-,Unnamed,Syria,Syria,33.308,36.925,945.0,Volcanic field,Holocene,U
0300-02-,Unnamed,Syria,Syria,36.67,37.0,0.0,Unknown,Historical,D6
1000-081,Unnamed,Russia,Kamchatka,52.57,157.02,610.0,Cinder cone,Holocene,U
1000-058,Unnamed,Russia,Kamchatka,52.33,157.33,638.0,Pyroclastic cone,Holocene,U
0402-04=,Unnamed,New Zealand,Kermadec Is,-29.18,-177.87,-560.0,Submarine volcano,Historical,D3
0404-00-,Unnamed,United States,Samoa-SW Pacific,-14.23,-169.07,-650.0,Submarine volcano,Uncertain,Unknown
0801-04=,Unnamed,Taiwan,Taiwan-N of,25.42,122.33,-100.0,Submarine volcano,Historical,D3
0403-02=,Unnamed,Tonga,Tonga-SW Pacific,-21.07,-175.33,0.0,Not Volcanic,Historical,D2
1101-17-,Unnamed,United States,Aleutian Is,52.0,-173.5,0.0,Submarine volcano,Hydrophonic,D1
1506-03=,Unnamed,Chile,Chile-Is,-33.622,-78.78,0.0,Submarine volcano,Historical,D3
1600-07=,Unnamed,Netherlands,W Indies,16.13,-61.28,-7.0,Submarine volcano,Historical,D3
1801-01=,Unnamed,Atlantic Ocean,Atlantic-N,66.0,-27.75,-108.0,Submarine volcano,Uncertain,D4
0607-05=,Unnamed,Indonesia,Sangihe Is-Indonesia,3.97,124.17,-5000.0,Submarine volcano,Uncertain,Unknown
1000-43-,Unnamed,Russia,Kamchatka,56.82,158.95,1185.0,Shield volcano,Holocene,U
1304-02-,Unnamed,Pacific Ocean,Pacific-S,-53.9,-140.3,-1000.0,Submarine volcano,Uncertain,Unknown
0508-03-,Unnamed,Pacific Ocean,SW Pacific,-25.78,168.63,-2400.0,Submarine volcano,Hydrophonic,D1
0505-061,Unnamed,Solomon Is.,Solomon Is-SW Pacifi,-8.92,158.03,-240.0,Submarine volcanoes,Holocene,U
1303-01-,Unnamed,Pacific Ocean,Pacific-E,9.82,-104.3,-2500.0,Submarine volcano,Historical,D1
0801-02=,Unnamed,Taiwan,Taiwan-E of,21.83,121.18,-115.0,Submarine volcano,Historical,D3
0801-01=,Unnamed,Taiwan,Taiwan-E of,20.93,134.75,-6000.0,Submarine volcano,Uncertain,Unknown
0403-03=,Unnamed,Tonga,Tonga-SW Pacific,-20.85,-175.53,-13.0,Submarine volcano,Historical,D1
0302-00-,Unnamed,Iran,Iran,39.25,45.167,,Volcanic field,Holocene,U
0403-001,Unnamed,Tonga,Tonga-SW Pacific,-24.8,-177.017,-385.0,Submarine volcano,Fumarolic,U
0403-011,Unnamed,Tonga,Tonga-SW Pacific,-21.15,-175.75,-65.0,Submarine volcano,Holocene,U
0403-091,Unnamed,Tonga,Tonga-SW Pacific,-18.325,-174.365,-40.0,Submarine volcano,Historical,D1
0804-101,Unnamed,Japan,Volcano Is-Japan,26.133,144.483,-3200.0,Submarine volcano?,Uncertain,?
0804-138,Unnamed,United States,Mariana Is-C Pacific,21.0,142.9,,Submarine volcano?,Uncertain,?
0804-139,Unnamed,United States,Mariana Is-C Pacific,20.3,143.2,,Submarine volcano?,Uncertain,?
1301-05-,Unnamed,Pacific Ocean,Pacific-NE,31.75,-124.25,-2533.0,Submarine volcano?,Uncertain,?
1304-04-,Unnamed,Pacific Ocean,Pacific-E,10.733,-103.583,,Submarine volcano,Historical,D1
1304-05-,Unnamed,Pacific Ocean,Pacific-E,9.833,-104.3,-2500.0,Submarine volcano,Historical,D1
1304-10-,Unnamed,Pacific Ocean,Pacific-E,-8.267,-107.95,-2800.0,Submarine volcano,Historical,D2
1305-02-,Unnamed,Pacific Ocean,Pacific-S,-53.9,-140.3,-1000.0,Submarine volcano,Uncertain,?
1305-03-,Unnamed,Pacific Ocean,Pacific-S,-55.967,-143.167,,Submarine volcano,Uncertain,?
1505-161,Unnamed,Argentina,Argentina,-25.1,-68.267,,Pyroclastic cone,Holocene?,?
1707-02-,Unnamed,Arctic Ocean,Arctic Ocean,85.583,85.0,-3800.0,Submarine volcano,Holocene,U
0104-04-,Unnamed,Georgia,Georgia,42.45,44.25,3750.0,Cinder cone,Holocene,U
1805-01=,Unnamed,Atlantic Ocean,Atlantic-C,7.0,-21.83,-1415.0,Submarine volcano,Uncertain,Unknown
0201-221,Unnamed,Ethiopia,Africa-NE,8.62,38.95,1800.0,Fissure vent,Holocene,U
1805-03=,Unnamed,Atlantic Ocean,Atlantic-C,-0.58,-15.83,-1528.0,Submarine volcano,Historical,D3
1900-014,Unnamed,Antarctica,Antarctica,-73.45,164.58,2987.0,Scoria cone,Holocene,Unknown
0201-201,Unnamed,Ethiopia,Africa-NE,8.7,39.63,1300.0,Pyroclastic cone,Holocene,U
1900-016,Unnamed,Antarctica,Antarctica,-76.83,163.0,-500.0,Submarine volcano,Holocene,Unknown
0201-251,Unnamed,Ethiopia,Africa-NE,8.07,39.07,1800.0,Fissure vent,Holocene,U
0201-252,Unnamed,Ethiopia,Africa-NE,7.95,38.93,1889.0,Fissure vent,Holocene,U
1805-04=,Unnamed,Atlantic Ocean,Atlantic-C,-3.5,-24.5,-5300.0,Submarine volcano,Uncertain,Unknown
1805-02=,Unnamed,Atlantic Ocean,Atlantic-C,4.2,-21.45,-2900.0,Submarine volcano,Uncertain,Unknown
0104-05-,Unnamed,Georgia,Georgia,41.55,43.6,3400.0,Lava cone,Holocene,U
1801-02=,Unnamed,Atlantic Ocean,Atlantic-N,49.0,-34.5,-1650.0,Submarine volcano,Historical,D3
0900-23=,Unnamed,Russia,Kuril Is,48.08,153.33,-150.0,Submarine volcano,Historical,D2
0502-001,Unnamed,Papua New Guinea,New Britain-SW Pac,-5.2,148.57,0.0,Submarine volcano,Uncertain,Unknown
0300-04-,Unnamed,Syria,Syria,33.15,36.258,1197.0,Volcanic field,Holocene,U
0403-01=,Unnamed,Tonga,Tonga-SW Pacific,-21.38,-175.65,-500.0,Submarine volcano,Historical,D2
0201-311,Unnamed,Ethiopia,Africa-NE,5.65,37.67,1200.0,Cinder cone,Holocene,U
1506-04=,Unnamed,Chile,Chile-Is,-33.62,-76.83,-642.0,Submarine volcano,Uncertain,Unknown
1707-01-,Unnamed,Arctic Ocean,Arctic Ocean,88.27,-65.6,-1500.0,Submarine volcano,Historical,D2
1801-04=,Unnamed,Atlantic Ocean,Atlantic-N,38.75,-38.08,-4200.0,Submarine volcano,Historical,D3
1801-03=,Unnamed,Atlantic Ocean,Atlantic-N,39.95,-25.83,-2835.0,Submarine volcano,Uncertain,Unknown
1802-081,Unnamed,Portugal,Azores,37.78,-25.67,350.0,Pyroclastic cone,Historical,D5
1302-09-,Unnamed,United States,Hawaiian Is,23.58,-163.83,-4000.0,Submarine volcano,Historical,D2
1401-008,Unnamed,Mexico,Mexico,28.0,-115.0,0.0,Submarine volcano,Uncertain,Unknown
0804-093,Unnamed,Japan,Volcano Is-Japan,26.13,144.48,-3200.0,Submarine volcano,Uncertain,Unknown
0502-131,Unnamed,Papua New Guinea,New Britain-SW Pac,-4.75,150.85,0.0,Submarine volcano,Uncertain,Unknown
1000-232,Unnamed,Russia,Kamchatka,55.92,161.75,0.0,Cinder cone,Holocene,Unknown
1302-08-,Unnamed,United States,Hawaiian Is,21.75,-158.75,-3000.0,Submarine volcano,Uncertain,Unknown
0804-135,Unnamed,United States,Mariana Is-C Pacific,21.0,142.9,0.0,Submarine volcano,Uncertain,Unknown
0704-05=,Unnamed,Philippines,Luzon-N of,20.33,121.75,-24.0,Submarine volcano,Historical,D3
0501-04=,Unnamed,Papua New Guinea,New Guinea-NE of,-4.311,146.256,-2000.0,Submarine volcano,Uncertain,Unknown
1301-03-,Unnamed,Pacific Ocean,Pacific-NE,31.75,-124.25,-2533.0,Submarine volcano,Uncertain,Unknown
0900-16-,Unnamed,Russia,Kuril Is,46.47,151.28,-502.0,Submarine volcano,Hydrophonic,D1
0202-162,Unnamed,Tanzania,Africa-E,-8.63,33.57,0.0,Pyroclastic cone,Holocene,U
1102-051,Unnamed,United States,Alaska Peninsula,55.93,-160.0,1555.0,Cinder cone,Holocene,U
1004-04-,Unnamed,China,China-W,35.85,91.7,5400.0,Volcanic field,Holocene,U
1000-086,Unnamed,Russia,Kamchatka,52.88,158.3,700.0,Shield volcano,Holocene,U
0900-13-,Unnamed,Russia,Kuril Is,46.1,150.5,-100.0,Submarine volcano,Uncertain,Unknown
0900-061,Unnamed,Russia,Kuril Is,45.03,147.208,-930.0,Submarine volcano,Uncertain,Unknown
0507-08-,Unnamed,Vanuatu,Vanuatu-SW Pacific,-16.992,168.592,216.0,Stratovolcano,Holocene,Unknown
0804-136,Unnamed,United States,Mariana Is-C Pacific,20.3,143.2,0.0,Submarine volcano,Uncertain,Unknown
1000-021,Unnamed,Russia,Kamchatka,51.6,156.55,298.0,Cinder cone,Holocene,U
1102-132,Unnamed,United States,Alaska Peninsula,57.87,-155.42,300.0,Lava dome,Holocene,U
0305-01=,Unnamed,Indian Ocean,Indian O-E,11.75,80.75,0.0,Submarine volcano,Uncertain,Unknown
0301-15-,Unnamed,Indian Ocean,Arabia-S,12.25,45.0,0.0,Submarine volcano,Uncertain,Unknown
1000-085,Unnamed,Russia,Kamchatka,52.92,158.52,450.0,Shield volcano,Holocene,U
0500-03-,Unnamed,United States,Admiralty Is-SW Paci,-3.03,147.78,-1300.0,Submarine volcano,Hydrophonic,D1
0802-10=,Unzen,Japan,Kyushu-Japan,32.75,130.3,1500.0,Complex volcano,Historical,D1
0404-03-,Upolu,Samoa,Samoa-SW Pacific,-13.935,-171.72,1100.0,Shield volcano,Holocene,U
0900-191,Urataman,Russia,Kuril Is,47.12,152.23,678.0,Somma volcano,Holocene,U
0900-21=,Ushishur,Russia,Kuril Is,47.52,152.8,401.0,Caldera,Historical,D3
1000-261,Ushkovsky,Russia,Kamchatka,56.105,160.47,3943.0,Compound volcano,Historical,D3
0805-03=,Usu,Japan,Hokkaido-Japan,42.53,140.83,731.0,Stratovolcano,Historical,D1
1403-081,Usulutan,El Salvador,El Salvador,13.419,-88.471,1449.0,Stratovolcano,Holocene,U
1403-16-,Utila Island,Honduras,Honduras,16.1,-86.9,90.0,Pyroclastic cone,Holocene,U
0301-02=,"Uwayrid, Harrat",Saudi Arabia,Arabia-W,27.08,37.25,1900.0,Volcanic field,Anthropology,D6
1000-17=,Uzon,Russia,Kamchatka,54.5,159.97,1617.0,Caldera,Radiocarbon,D7
0302-07-,Vakak Group,Afghanistan,Afghanistan,34.25,67.97,3190.0,Volcanic field,Holocene,U
1406-03-,"Valle, El",Panama,Panama,8.583,-80.167,1185.0,Stratovolcano,Holocene?,?
1102-07-,Veniaminof,United States,Alaska Peninsula,56.17,-159.38,2507.0,Stratovolcano,Historical,D1
1000-44-,Verkhovoy,Russia,Kamchatka,56.52,159.53,1400.0,Shield volcano,Holocene,U
0900-37-,Vernadskii Ridge,Russia,Kuril Is,50.55,155.97,1183.0,Cinder cone,Holocene,U
1702-01=,Vestmannaeyjar,Iceland,Iceland-S,63.43,-20.28,279.0,Submarine volcano,Historical,D1
0101-02=,Vesuvius,Italy,Italy,40.821,14.426,1281.0,Complex volcano,Historical,D2
0705-07-,Veteran,Vietnam,SE Asia,9.83,109.05,0.0,Submarine volcano,Fumarolic,U
0503-03=,Victory,Papua New Guinea,New Guinea,-9.2,149.07,1925.0,Stratovolcano,Historical,D2
1508-061,"Viedma, Volcan",Argentina,Argentina,-49.358,-73.28,1300.0,Subglacial volcano,Historical,D1
1507-12=,Villarrica,Chile,Chile-C,-39.42,-71.93,2847.0,Stratovolcano,Historical,D1
1000-083,Vilyuchik,Russia,Kamchatka,52.68,158.3,2173.0,Stratovolcano,Tephrochronology,D7
0203-05-,Visoke,Rwanda,Africa-C,-1.47,29.492,3711.0,Stratovolcano,Historical,D2
1508-024,"Volcanico, Cerro",Argentina,Argentina,-42.07,-71.65,0.0,Cinder cone,Holocene,U
0402-001,Volcano W,New Zealand,Kermadec Is,-31.85,-179.183,-900.0,Submarine volcanoes,Fumarolic,U
0205-02=,"Voon, Tarso",Chad,Africa-N,20.92,17.28,3100.0,Stratovolcano,Fumarolic,U
1000-72-,Voyampolsky,Russia,Kamchatka,58.37,160.62,1225.0,Shield volcano,Holocene,U
1101-27-,Vsevidof,United States,Aleutian Is,53.13,-168.68,2149.0,Stratovolcano,Historical,D3
0101-05=,Vulcano,Italy,Italy,38.404,14.962,500.0,Stratovolcano,Historical,D3
0101-003,Vulsini,Italy,Italy,42.6,11.93,800.0,Caldera,Historical,D7
1900-024,Waesche,Antarctica,Antarctica,-77.17,-126.88,3292.0,Shield volcano,Holocene,Unknown
0503-04=,Waiowa,Papua New Guinea,New Guinea,-9.57,149.075,640.0,Pyroclastic cone,Historical,D2
0404-05-,Wallis Islands,Wallis & Futuna,SW Pacific,-13.3,-176.17,143.0,Shield volcano,Holocene,U
0502-09=,Walo,Papua New Guinea,New Britain-SW Pac,-5.53,150.9,15.0,Hydrothermal field,Hot Springs,Unknown
1204-03-,Wapi Lava Field,United States,US-Idaho,42.88,-113.22,1604.0,Shield volcano,Radiocarbon,D7
0803-071,Washiba-Kumonotaira,Japan,Honshu-Japan,36.4,137.5,2924.0,Shield volcano,Tephrochronology,D7
1600-101,"Watt, Morne",Dominica,W Indies,15.307,-61.305,1224.0,Stratovolcanoes,Historical,D2
0205-008,Wau-en-Namus,Libya,Africa-N,25.05,17.55,547.0,Caldera,Holocene?,?
0603-08=,Wayang-Windu,Indonesia,Java,-7.208,107.63,2182.0,Lava dome,Fumarolic,U
1200-15-,Wells Gray-Clearwater,Canada,Canada,52.33,-120.57,2015.0,Cinder cone,Dendrochronology,D5
1201-06-,West Crater,United States,US-Washington,45.88,-122.08,1329.0,Volcanic field,Radiocarbon,D7
0100-01-,West Eifel Volc Field,Germany,Germany,50.17,6.85,600.0,Maar,Radiocarbon,D7
0403-13-,West Mata,Tonga,Tonga-SW Pacific,-15.1,-173.75,-1174.0,Submarine volcano,Historical,D1
1101-34-,Westdahl,United States,Aleutian Is,54.52,-164.65,1654.0,Stratovolcano,Historical,D1
0401-011,Whangarei,New Zealand,New Zealand,-35.75,174.27,397.0,Cinder cone,Holocene,Unknown
0401-04=,White Island,New Zealand,New Zealand,-37.52,177.18,321.0,Stratovolcano,Historical,D1
0603-27=,Wilis,Indonesia,Java,-7.808,111.758,2563.0,Stratovolcano,Holocene,U
1503-02=,"Wolf, Volcan",Ecuador,Galapagos,0.02,-91.35,1710.0,Shield volcano,Historical,D1
1105-02-,Wrangell,United States,Alaska-E,62.0,-144.02,4317.0,Shield volcano,Historical,D2
1005-03-,Wudalianchi,China,China-E,48.72,126.12,597.0,Volcanic field,Historical,D4
0605-04=,Wurlali,Indonesia,Banda Sea,-7.125,128.675,868.0,Stratovolcano,Historical,D3
1006-01-,Xianjindao,North Korea,Korea,41.33,128.0,0.0,Unknown,Historical,D5
